,timestamp_diff,positive,negative
0,0,0.37611203118137904,-0.3486374566116653
1,0,0.35387172063441297,-0.3723012879821496
2,9,0.08134996318050146,-0.05500223687701194
3,9,0.20487963742271462,-0.4192349294510898
4,11,0.05806718647773929,-0.3409570385240539
5,11,0.12149598765432097,-0.4574190502923976
6,12,-0.05397008547008548,0.03704524886877827
7,12,0.15130705000313693,0.3092610840579709
8,12,-0.00041149637442322584,0.08401823682707094
9,13,0.040727673930006106,-0.00012249689734853317
10,17,0.2939880717620926,-0.21316348538011706
11,17,0.3801696133010923,-0.39458580036804586
12,18,0.24578196196905924,-0.46322225951969404
13,19,0.17300637568435265,0.255146319262418
14,23,0.11635868584913017,-0.25386540883534137
15,27,0.21059767092966059,0.45397008010851264
16,29,0.059021366317251266,-0.28659415324844584
17,29,-0.02853172057819457,0.20165993490106215
18,29,0.455139623000709,-0.1905284362419375
19,31,0.18875001498657326,-0.3127814602960735
20,32,0.0664804891473965,0.8234049724677232
21,32,0.05474249925884645,0.7629206278605706
22,33,0.013563492063492048,0.0
23,36,0.14461862745098045,-0.35270344313725505
24,36,0.029552282282282277,0.1059034571032571
25,36,0.214906829840464,-0.16437539166856532
26,37,-0.04068433594023508,0.33148822008047957
27,37,0.1209121348104593,0.6859944625279392
28,37,0.15817033594608884,0.420704858796028
29,37,0.044911310644149834,-0.2617182735704909
30,39,0.10135150700553924,-0.19396291300097757
31,40,0.16259980746049843,-0.00308096893521236
32,40,0.4110213154257407,-0.42971131851851857
33,42,0.42855940227397127,-0.2543337237796686
34,45,-0.061730449735449784,0.2663298004070003
35,48,0.11218997511433952,-0.4388205084745764
36,48,0.3508183939852607,-0.39545494174101314
37,49,0.22482727668845312,0.005585426975638702
38,51,0.04771009555302813,0.5308848445326777
39,51,0.06464388683580155,-0.06254325023595714
40,51,0.05651208074590681,-0.03567478193009497
41,51,0.4404051317624845,0.003013389994508129
42,51,0.07718567534419428,-0.0871019576248313
43,52,-0.0005059857837635792,-0.07906908034188034
44,52,-0.01522764745283747,0.6119886821950137
45,52,0.14079416414317877,0.02551923368273933
46,52,0.1400749588477366,0.02485726419753086
47,53,0.4719487136066548,-0.2336471098039216
48,53,0.08206267272079772,0.19956369273504268
49,53,-0.019250018587815217,0.013960617624183701
50,53,0.3101840490444346,-0.08795254446958774
51,53,0.3706717341335392,0.7959009074145328
52,54,0.44810754320205537,-0.3121684874127035
53,54,0.2630708779524569,-0.3798764394167236
54,54,0.22345085308871018,-0.30967249478458053
55,54,0.3734072664241032,-0.25515989178284837
56,54,0.030554347448139094,0.3369966202407236
57,54,0.17290315221815222,0.06881764444444437
58,54,0.08660820987654316,0.278043992022792
59,54,-0.024989439694046774,0.15375822196447728
60,55,0.3616020390838475,-0.07745733521230545
61,55,0.250477105141638,0.07133021243960877
62,55,0.3830939611953203,-0.4281626260839466
63,55,0.15851746907954856,0.3012286407109976
64,55,0.20574497296025712,-0.08767241742241862
65,55,0.302392608595454,-0.146064972849932
66,55,0.04535624827055948,0.18339871008663958
67,55,0.47958380265839484,0.19038002910212004
68,55,0.5411440472864322,-0.3213608907550249
